Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName
ONT_100060713855,ONT_100060713855,Default,,,254.0.0.1,N,,ONT,,,,,50.9328121,-1.3716573,,,,,,,,,,,,
ONT_100060713856,ONT_100060713856,Default,,,254.0.0.1,N,,ONT,,,,,50.9328386,-1.3715573,,,,,,,,,,,,
ONT_100060716156,ONT_100060716156,Default,,,254.0.0.1,N,,ONT,,,,,50.9212497,-1.3687261,,,,,,,,,,,,
ONT_100060716157,ONT_100060716157,Default,,,254.0.0.1,N,,ONT,,,,,50.9212857,-1.3687256,,,,,,,,,,,,
ONT_100060716158,ONT_100060716158,Default,,,254.0.0.1,N,,ONT,,,,,50.9213576,-1.3687104,,,,,,,,,,,,
ONT_100060716159,ONT_100060716159,Default,,,254.0.0.1,N,,ONT,,,,,50.9214025,-1.3687098,,,,,,,,,,,,
ONT_100060716163,ONT_100060716163,Default,,,254.0.0.1,N,,ONT,,,,,50.9229405,-1.3687601,,,,,,,,,,,,
ONT_100060716164,ONT_100060716164,Default,,,254.0.0.1,N,,ONT,,,,,50.9230666,-1.3687868,,,,,,,,,,,,
ONT_100060716165,ONT_100060716165,Default,,,254.0.0.1,N,,ONT,,,,,50.9232013,-1.3687566,,,,,,,,,,,,
ONT_100060716174,ONT_100060716174,Default,,,254.0.0.1,N,,ONT,,,,,50.9233271,-1.3687406,,,,,,,,,,,,
ONT_100060716176,ONT_100060716176,Default,,,254.0.0.1,N,,ONT,,,,,50.9234529,-1.3687105,,,,,,,,,,,,
ONT_100060716178,ONT_100060716178,Default,,,254.0.0.1,N,,ONT,,,,,50.9236056,-1.3686799,,,,,,,,,,,,
ONT_100060716180,ONT_100060716180,Default,,,254.0.0.1,N,,ONT,,,,,50.9236954,-1.3686645,,,,,,,,,,,,
ONT_100060716181,ONT_100060716181,Default,,,254.0.0.1,N,,ONT,,,,,50.9238759,-1.3687759,,,,,,,,,,,,
ONT_100060716183,ONT_100060716183,Default,,,254.0.0.1,N,,ONT,,,,,50.9239389,-1.3687892,,,,,,,,,,,,
ONT_100060716185,ONT_100060716185,Default,,,254.0.0.1,N,,ONT,,,,,50.9240646,-1.3687591,,,,,,,,,,,,
ONT_100060718600,ONT_100060718600,Default,,,254.0.0.1,N,,ONT,,,,,50.9256859,-1.3742578,,,,,,,,,,,,
ONT_100060718601,ONT_100060718601,Default,,,254.0.0.1,N,,ONT,,,,,50.9263164,-1.3744485,,,,,,,,,,,,
ONT_100060718602,ONT_100060718602,Default,,,254.0.0.1,N,,ONT,,,,,50.9257577,-1.3742283,,,,,,,,,,,,
ONT_100060718603,ONT_100060718603,Default,,,254.0.0.1,N,,ONT,,,,,50.9263522,-1.3744195,,,,,,,,,,,,
ONT_100060718604,ONT_100060718604,Default,,,254.0.0.1,N,,ONT,,,,,50.9258115,-1.3741992,,,,,,,,,,,,
ONT_100060718605,ONT_100060718605,Default,,,254.0.0.1,N,,ONT,,,,,50.92591,-1.3741267,,,,,,,,,,,,
ONT_100060718606,ONT_100060718606,Default,,,254.0.0.1,N,,ONT,,,,,50.926442,-1.3743899,,,,,,,,,,,,
ONT_100060718607,ONT_100060718607,Default,,,254.0.0.1,N,,ONT,,,,,50.9259728,-1.3740974,,,,,,,,,,,,
ONT_100060718608,ONT_100060718608,Default,,,254.0.0.1,N,,ONT,,,,,50.9264868,-1.3743608,,,,,,,,,,,,
ONT_100060718609,ONT_100060718609,Default,,,254.0.0.1,N,,ONT,,,,,50.9260446,-1.374068,,,,,,,,,,,,
ONT_100060718610,ONT_100060718610,Default,,,254.0.0.1,N,,ONT,,,,,50.9265588,-1.3743741,,,,,,,,,,,,
ONT_100060718611,ONT_100060718611,Default,,,254.0.0.1,N,,ONT,,,,,50.9261074,-1.3740387,,,,,,,,,,,,
ONT_100060718612,ONT_100060718612,Default,,,254.0.0.1,N,,ONT,,,,,50.9266124,-1.3743022,,,,,,,,,,,,
ONT_100060718613,ONT_100060718613,Default,,,254.0.0.1,N,,ONT,,,,,50.9261694,-1.3738671,,,,,,,,,,,,
ONT_100060718614,ONT_100060718614,Default,,,254.0.0.1,N,,ONT,,,,,50.9266841,-1.3742586,,,,,,,,,,,,
ONT_100060718615,ONT_100060718615,Default,,,254.0.0.1,N,,ONT,,,,,50.9261963,-1.3738525,,,,,,,,,,,,
ONT_100060718616,ONT_100060718616,Default,,,254.0.0.1,N,,ONT,,,,,50.9267467,-1.3742008,,,,,,,,,,,,
ONT_100060718617,ONT_100060718617,Default,,,254.0.0.1,N,,ONT,,,,,50.9262957,-1.3739365,,,,,,,,,,,,
ONT_100060718618,ONT_100060718618,Default,,,254.0.0.1,N,,ONT,,,,,50.9268097,-1.3742,,,,,,,,,,,,
ONT_100060718619,ONT_100060718619,Default,,,254.0.0.1,N,,ONT,,,,,50.9268814,-1.3741563,,,,,,,,,,,,
ONT_100060718620,ONT_100060718620,Default,,,254.0.0.1,N,,ONT,,,,,50.9263764,-1.3738928,,,,,,,,,,,,
ONT_100060718621,ONT_100060718621,Default,,,254.0.0.1,N,,ONT,,,,,50.9269352,-1.3741271,,,,,,,,,,,,
ONT_100060718622,ONT_100060718622,Default,,,254.0.0.1,N,,ONT,,,,,50.9264571,-1.3738632,,,,,,,,,,,,
ONT_100060718623,ONT_100060718623,Default,,,254.0.0.1,N,,ONT,,,,,50.9270069,-1.3740977,,,,,,,,,,,,
ONT_100060718624,ONT_100060718624,Default,,,254.0.0.1,N,,ONT,,,,,50.9265019,-1.3738342,,,,,,,,,,,,
ONT_100060718625,ONT_100060718625,Default,,,254.0.0.1,N,,ONT,,,,,50.9270605,-1.3740259,,,,,,,,,,,,
ONT_100060718626,ONT_100060718626,Default,,,254.0.0.1,N,,ONT,,,,,50.9265467,-1.3738051,,,,,,,,,,,,
ONT_100060718627,ONT_100060718627,Default,,,254.0.0.1,N,,ONT,,,,,50.9270964,-1.3740111,,,,,,,,,,,,
ONT_100060718628,ONT_100060718628,Default,,,254.0.0.1,N,,ONT,,,,,50.9266185,-1.3737614,,,,,,,,,,,,
ONT_100060718629,ONT_100060718629,Default,,,254.0.0.1,N,,ONT,,,,,50.9271772,-1.3739816,,,,,,,,,,,,
ONT_100060718630,ONT_100060718630,Default,,,254.0.0.1,N,,ONT,,,,,50.9266812,-1.3737321,,,,,,,,,,,,
ONT_100060718631,ONT_100060718631,Default,,,254.0.0.1,N,,ONT,,,,,50.9272131,-1.3739669,,,,,,,,,,,,
ONT_100060718632,ONT_100060718632,Default,,,254.0.0.1,N,,ONT,,,,,50.926735,-1.373703,,,,,,,,,,,,
ONT_100060718633,ONT_100060718633,Default,,,254.0.0.1,N,,ONT,,,,,50.9272939,-1.3739516,,,,,,,,,,,,
ONT_100060718634,ONT_100060718634,Default,,,254.0.0.1,N,,ONT,,,,,50.9267978,-1.3736737,,,,,,,,,,,,
ONT_100060718635,ONT_100060718635,Default,,,254.0.0.1,N,,ONT,,,,,50.9273208,-1.373937,,,,,,,,,,,,
ONT_100060718636,ONT_100060718636,Default,,,254.0.0.1,N,,ONT,,,,,50.9268427,-1.3736588,,,,,,,,,,,,
ONT_100060718637,ONT_100060718637,Default,,,254.0.0.1,N,,ONT,,,,,50.9273744,-1.3738651,,,,,,,,,,,,
ONT_100060718638,ONT_100060718638,Default,,,254.0.0.1,N,,ONT,,,,,50.9269056,-1.3736438,,,,,,,,,,,,
ONT_100060718639,ONT_100060718639,Default,,,254.0.0.1,N,,ONT,,,,,50.9274105,-1.3738931,,,,,,,,,,,,
ONT_100060718640,ONT_100060718640,Default,,,254.0.0.1,N,,ONT,,,,,50.9269504,-1.3736147,,,,,,,,,,,,
ONT_100060718641,ONT_100060718641,Default,,,254.0.0.1,N,,ONT,,,,,50.9270133,-1.3735996,,,,,,,,,,,,
ONT_100060718642,ONT_100060718642,Default,,,254.0.0.1,N,,ONT,,,,,50.9270401,-1.3735708,,,,,,,,,,,,
ONT_100060718643,ONT_100060718643,Default,,,254.0.0.1,N,,ONT,,,,,50.9275806,-1.3737485,,,,,,,,,,,,
ONT_100060718644,ONT_100060718644,Default,,,254.0.0.1,N,,ONT,,,,,50.9271024,-1.3734561,,,,,,,,,,,,
ONT_100060718645,ONT_100060718645,Default,,,254.0.0.1,N,,ONT,,,,,50.9276255,-1.3737337,,,,,,,,,,,,
ONT_100060718646,ONT_100060718646,Default,,,254.0.0.1,N,,ONT,,,,,50.9271382,-1.3734272,,,,,,,,,,,,
ONT_100060718647,ONT_100060718647,Default,,,254.0.0.1,N,,ONT,,,,,50.9276973,-1.3737042,,,,,,,,,,,,
ONT_100060718648,ONT_100060718648,Default,,,254.0.0.1,N,,ONT,,,,,50.9272282,-1.373426,,,,,,,,,,,,
ONT_100060718649,ONT_100060718649,Default,,,254.0.0.1,N,,ONT,,,,,50.9277331,-1.3736753,,,,,,,,,,,,
ONT_100060718650,ONT_100060718650,Default,,,254.0.0.1,N,,ONT,,,,,50.9272461,-1.3734115,,,,,,,,,,,,
ONT_100060718651,ONT_100060718651,Default,,,254.0.0.1,N,,ONT,,,,,50.927805,-1.3736743,,,,,,,,,,,,
ONT_100060718652,ONT_100060718652,Default,,,254.0.0.1,N,,ONT,,,,,50.9273448,-1.3733817,,,,,,,,,,,,
ONT_100060718653,ONT_100060718653,Default,,,254.0.0.1,N,,ONT,,,,,50.927832,-1.373674,,,,,,,,,,,,
ONT_100060718654,ONT_100060718654,Default,,,254.0.0.1,N,,ONT,,,,,50.9274076,-1.3733524,,,,,,,,,,,,
ONT_100060718655,ONT_100060718655,Default,,,254.0.0.1,N,,ONT,,,,,50.9279035,-1.3735876,,,,,,,,,,,,
ONT_100060718656,ONT_100060718656,Default,,,254.0.0.1,N,,ONT,,,,,50.9274794,-1.373323,,,,,,,,,,,,
ONT_100060718657,ONT_100060718657,Default,,,254.0.0.1,N,,ONT,,,,,50.9279753,-1.3735582,,,,,,,,,,,,
ONT_100060718658,ONT_100060718658,Default,,,254.0.0.1,N,,ONT,,,,,50.9280382,-1.3735574,,,,,,,,,,,,
ONT_100060718659,ONT_100060718659,Default,,,254.0.0.1,N,,ONT,,,,,50.928083,-1.3735283,,,,,,,,,,,,
ONT_100060718660,ONT_100060718660,Default,,,254.0.0.1,N,,ONT,,,,,50.92756,-1.373265,,,,,,,,,,,,
ONT_100060718661,ONT_100060718661,Default,,,254.0.0.1,N,,ONT,,,,,50.9281458,-1.373499,,,,,,,,,,,,
ONT_100060718662,ONT_100060718662,Default,,,254.0.0.1,N,,ONT,,,,,50.9276498,-1.3732353,,,,,,,,,,,,
ONT_100060718663,ONT_100060718663,Default,,,254.0.0.1,N,,ONT,,,,,50.9281816,-1.3734701,,,,,,,,,,,,
ONT_100060718664,ONT_100060718664,Default,,,254.0.0.1,N,,ONT,,,,,50.9276857,-1.3732206,,,,,,,,,,,,
ONT_100060718665,ONT_100060718665,Default,,,254.0.0.1,N,,ONT,,,,,50.9282353,-1.3734124,,,,,,,,,,,,
ONT_100060718666,ONT_100060718666,Default,,,254.0.0.1,N,,ONT,,,,,50.9277573,-1.3731627,,,,,,,,,,,,
ONT_100060718667,ONT_100060718667,Default,,,254.0.0.1,N,,ONT,,,,,50.9283161,-1.3733971,,,,,,,,,,,,
ONT_100060718668,ONT_100060718668,Default,,,254.0.0.1,N,,ONT,,,,,50.9277933,-1.3731622,,,,,,,,,,,,
ONT_100060718669,ONT_100060718669,Default,,,254.0.0.1,N,,ONT,,,,,50.9284772,-1.3732526,,,,,,,,,,,,
ONT_100060718671,ONT_100060718671,Default,,,254.0.0.1,N,,ONT,,,,,50.928504,-1.3732096,,,,,,,,,,,,
ONT_100060718672,ONT_100060718672,Default,,,254.0.0.1,N,,ONT,,,,,50.927892,-1.3731325,,,,,,,,,,,,
ONT_100060718673,ONT_100060718673,Default,,,254.0.0.1,N,,ONT,,,,,50.9285848,-1.3731943,,,,,,,,,,,,
ONT_100060718674,ONT_100060718674,Default,,,254.0.0.1,N,,ONT,,,,,50.9279545,-1.373032,,,,,,,,,,,,
ONT_100060718675,ONT_100060718675,Default,,,254.0.0.1,N,,ONT,,,,,50.9286206,-1.3731653,,,,,,,,,,,,
ONT_100060718676,ONT_100060718676,Default,,,254.0.0.1,N,,ONT,,,,,50.9280352,-1.3730025,,,,,,,,,,,,
ONT_100060718677,ONT_100060718677,Default,,,254.0.0.1,N,,ONT,,,,,50.9286923,-1.3731217,,,,,,,,,,,,
ONT_100060718678,ONT_100060718678,Default,,,254.0.0.1,N,,ONT,,,,,50.9287552,-1.3731066,,,,,,,,,,,,
ONT_100060718679,ONT_100060718679,Default,,,254.0.0.1,N,,ONT,,,,,50.9287552,-1.3731066,,,,,,,,,,,,
ONT_100060718680,ONT_100060718680,Default,,,254.0.0.1,N,,ONT,,,,,50.9280981,-1.3729874,,,,,,,,,,,,
ONT_100060718681,ONT_100060718681,Default,,,254.0.0.1,N,,ONT,,,,,50.9288269,-1.3730629,,,,,,,,,,,,
ONT_100060718682,ONT_100060718682,Default,,,254.0.0.1,N,,ONT,,,,,50.9281609,-1.3729581,,,,,,,,,,,,
ONT_100060718683,ONT_100060718683,Default,,,254.0.0.1,N,,ONT,,,,,50.9288808,-1.373048,,,,,,,,,,,,
ONT_100060718684,ONT_100060718684,Default,,,254.0.0.1,N,,ONT,,,,,50.9282145,-1.3729004,,,,,,,,,,,,
ONT_100060718685,ONT_100060718685,Default,,,254.0.0.1,N,,ONT,,,,,50.9290063,-1.3729751,,,,,,,,,,,,
ONT_100060718686,ONT_100060718686,Default,,,254.0.0.1,N,,ONT,,,,,50.9282866,-1.3729137,,,,,,,,,,,,
ONT_100060718687,ONT_100060718687,Default,,,254.0.0.1,N,,ONT,,,,,50.9290331,-1.3729463,,,,,,,,,,,,
ONT_100060718688,ONT_100060718688,Default,,,254.0.0.1,N,,ONT,,,,,50.9283314,-1.3728989,,,,,,,,,,,,
ONT_100060718689,ONT_100060718689,Default,,,254.0.0.1,N,,ONT,,,,,50.929114,-1.372931,,,,,,,,,,,,
ONT_100060718690,ONT_100060718690,Default,,,254.0.0.1,N,,ONT,,,,,50.9283942,-1.3728696,,,,,,,,,,,,
ONT_100060718691,ONT_100060718691,Default,,,254.0.0.1,N,,ONT,,,,,50.9291498,-1.3729021,,,,,,,,,,,,
ONT_100060718692,ONT_100060718692,Default,,,254.0.0.1,N,,ONT,,,,,50.928439,-1.3728263,,,,,,,,,,,,
ONT_100060718693,ONT_100060718693,Default,,,254.0.0.1,N,,ONT,,,,,50.9292213,-1.37283,,,,,,,,,,,,
ONT_100060718694,ONT_100060718694,Default,,,254.0.0.1,N,,ONT,,,,,50.9292663,-1.3728293,,,,,,,,,,,,
ONT_100060718695,ONT_100060718695,Default,,,254.0.0.1,N,,ONT,,,,,50.9285197,-1.3727825,,,,,,,,,,,,
ONT_100060718696,ONT_100060718696,Default,,,254.0.0.1,N,,ONT,,,,,50.9285735,-1.3727675,,,,,,,,,,,,
ONT_100060718697,ONT_100060718697,Default,,,254.0.0.1,N,,ONT,,,,,50.9286362,-1.3727098,,,,,,,,,,,,
ONT_100060718698,ONT_100060718698,Default,,,254.0.0.1,N,,ONT,,,,,50.9286811,-1.3726949,,,,,,,,,,,,
ONT_100060718699,ONT_100060718699,Default,,,254.0.0.1,N,,ONT,,,,,50.9293381,-1.3727999,,,,,,,,,,,,
ONT_100060718700,ONT_100060718700,Default,,,254.0.0.1,N,,ONT,,,,,50.9287439,-1.3726799,,,,,,,,,,,,
ONT_100060718701,ONT_100060718701,Default,,,254.0.0.1,N,,ONT,,,,,50.9293648,-1.3727569,,,,,,,,,,,,
ONT_100060718702,ONT_100060718702,Default,,,254.0.0.1,N,,ONT,,,,,50.9287887,-1.3726366,,,,,,,,,,,,
ONT_100060718703,ONT_100060718703,Default,,,254.0.0.1,N,,ONT,,,,,50.9294365,-1.3727132,,,,,,,,,,,,
ONT_100060718704,ONT_100060718704,Default,,,254.0.0.1,N,,ONT,,,,,50.9288514,-1.372593,,,,,,,,,,,,
ONT_100060718705,ONT_100060718705,Default,,,254.0.0.1,N,,ONT,,,,,50.9294724,-1.3726985,,,,,,,,,,,,
ONT_100060718706,ONT_100060718706,Default,,,254.0.0.1,N,,ONT,,,,,50.9288964,-1.3726067,,,,,,,,,,,,
ONT_100060718707,ONT_100060718707,Default,,,254.0.0.1,N,,ONT,,,,,50.9295533,-1.3726832,,,,,,,,,,,,
ONT_100060718708,ONT_100060718708,Default,,,254.0.0.1,N,,ONT,,,,,50.9289591,-1.3725631,,,,,,,,,,,,
ONT_100060718709,ONT_100060718709,Default,,,254.0.0.1,N,,ONT,,,,,50.9295891,-1.3726542,,,,,,,,,,,,
ONT_100060718710,ONT_100060718710,Default,,,254.0.0.1,N,,ONT,,,,,50.9289949,-1.3725342,,,,,,,,,,,,
ONT_100060718711,ONT_100060718711,Default,,,254.0.0.1,N,,ONT,,,,,50.9290578,-1.3725191,,,,,,,,,,,,
ONT_100060718712,ONT_100060718712,Default,,,254.0.0.1,N,,ONT,,,,,50.9290935,-1.3724759,,,,,,,,,,,,
ONT_100060718713,ONT_100060718713,Default,,,254.0.0.1,N,,ONT,,,,,50.9291472,-1.3724183,,,,,,,,,,,,
ONT_100060718714,ONT_100060718714,Default,,,254.0.0.1,N,,ONT,,,,,50.9297678,-1.3724384,,,,,,,,,,,,
ONT_100060718715,ONT_100060718715,Default,,,254.0.0.1,N,,ONT,,,,,50.9292639,-1.3723883,,,,,,,,,,,,
ONT_100060718716,ONT_100060718716,Default,,,254.0.0.1,N,,ONT,,,,,50.9298121,-1.3723239,,,,,,,,,,,,
ONT_100060718717,ONT_100060718717,Default,,,254.0.0.1,N,,ONT,,,,,50.9293088,-1.3723734,,,,,,,,,,,,
ONT_100060718718,ONT_100060718718,Default,,,254.0.0.1,N,,ONT,,,,,50.929848,-1.3723092,,,,,,,,,,,,
ONT_100060718719,ONT_100060718719,Default,,,254.0.0.1,N,,ONT,,,,,50.9293715,-1.3723299,,,,,,,,,,,,
ONT_100060718720,ONT_100060718720,Default,,,254.0.0.1,N,,ONT,,,,,50.9298743,-1.3721808,,,,,,,,,,,,
ONT_100060718721,ONT_100060718721,Default,,,254.0.0.1,N,,ONT,,,,,50.9294074,-1.3723152,,,,,,,,,,,,
ONT_100060718722,ONT_100060718722,Default,,,254.0.0.1,N,,ONT,,,,,50.9299102,-1.3721661,,,,,,,,,,,,
ONT_100060718723,ONT_100060718723,Default,,,254.0.0.1,N,,ONT,,,,,50.9294701,-1.3722574,,,,,,,,,,,,
ONT_100060718724,ONT_100060718724,Default,,,254.0.0.1,N,,ONT,,,,,50.9299545,-1.3720374,,,,,,,,,,,,
ONT_100060718725,ONT_100060718725,Default,,,254.0.0.1,N,,ONT,,,,,50.929497,-1.3722428,,,,,,,,,,,,
ONT_100060718726,ONT_100060718726,Default,,,254.0.0.1,N,,ONT,,,,,50.9295505,-1.3721567,,,,,,,,,,,,
ONT_100060718727,ONT_100060718727,Default,,,254.0.0.1,N,,ONT,,,,,50.9295862,-1.3721135,,,,,,,,,,,,
ONT_100060718728,ONT_100060718728,Default,,,254.0.0.1,N,,ONT,,,,,50.9296216,-1.3720135,,,,,,,,,,,,
ONT_100060718729,ONT_100060718729,Default,,,254.0.0.1,N,,ONT,,,,,50.9296484,-1.3719704,,,,,,,,,,,,
ONT_100060718730,ONT_100060718730,Default,,,254.0.0.1,N,,ONT,,,,,50.9297106,-1.3718273,,,,,,,,,,,,
ONT_100060718731,ONT_100060718731,Default,,,254.0.0.1,N,,ONT,,,,,50.9297462,-1.3717699,,,,,,,,,,,,
ONT_100060718732,ONT_100060718732,Default,,,254.0.0.1,N,,ONT,,,,,50.9297729,-1.3717126,,,,,,,,,,,,
ONT_100060718733,ONT_100060718733,Default,,,254.0.0.1,N,,ONT,,,,,50.9298174,-1.3716266,,,,,,,,,,,,
ONT_100060718734,ONT_100060718734,Default,,,254.0.0.1,N,,ONT,,,,,50.9298441,-1.3715836,,,,,,,,,,,,
ONT_100060718735,ONT_100060718735,Default,,,254.0.0.1,N,,ONT,,,,,50.9298796,-1.3714835,,,,,,,,,,,,
ONT_100060718736,ONT_100060718736,Default,,,254.0.0.1,N,,ONT,,,,,50.9298973,-1.3714263,,,,,,,,,,,,
ONT_100060719175,ONT_100060719175,Default,,,254.0.0.1,N,,ONT,,,,,50.9253489,-1.3684428,,,,,,,,,,,,
ONT_100060719176,ONT_100060719176,Default,,,254.0.0.1,N,,ONT,,,,,50.9258712,-1.3685923,,,,,,,,,,,,
ONT_100060719178,ONT_100060719178,Default,,,254.0.0.1,N,,ONT,,,,,50.9258168,-1.3684934,,,,,,,,,,,,
ONT_100060720177,ONT_100060720177,Default,,,254.0.0.1,N,,ONT,,,,,50.9274995,-1.3770507,,,,,,,,,,,,
ONT_100060720178,ONT_100060720178,Default,,,254.0.0.1,N,,ONT,,,,,50.9271556,-1.3766569,,,,,,,,,,,,
ONT_100060720179,ONT_100060720179,Default,,,254.0.0.1,N,,ONT,,,,,50.9274991,-1.3769938,,,,,,,,,,,,
ONT_100060720180,ONT_100060720180,Default,,,254.0.0.1,N,,ONT,,,,,50.9274988,-1.3769369,,,,,,,,,,,,
ONT_100060720181,ONT_100060720181,Default,,,254.0.0.1,N,,ONT,,,,,50.9274983,-1.3768373,,,,,,,,,,,,
ONT_100060720182,ONT_100060720182,Default,,,254.0.0.1,N,,ONT,,,,,50.9274979,-1.3767662,,,,,,,,,,,,
ONT_100060720540,ONT_100060720540,Default,,,254.0.0.1,N,,ONT,,,,,50.927449,-1.3760269,,,,,,,,,,,,
ONT_100060720541,ONT_100060720541,Default,,,254.0.0.1,N,,ONT,,,,,50.9275119,-1.3760261,,,,,,,,,,,,
ONT_100060720542,ONT_100060720542,Default,,,254.0.0.1,N,,ONT,,,,,50.9275837,-1.3759967,,,,,,,,,,,,
ONT_100060720543,ONT_100060720543,Default,,,254.0.0.1,N,,ONT,,,,,50.9276315,-1.3765225,,,,,,,,,,,,
ONT_100060720544,ONT_100060720544,Default,,,254.0.0.1,N,,ONT,,,,,50.9276377,-1.3759959,,,,,,,,,,,,
ONT_100060720545,ONT_100060720545,Default,,,254.0.0.1,N,,ONT,,,,,50.9276758,-1.3763938,,,,,,,,,,,,
ONT_100060720546,ONT_100060720546,Default,,,254.0.0.1,N,,ONT,,,,,50.9277095,-1.3759665,,,,,,,,,,,,
ONT_100060720547,ONT_100060720547,Default,,,254.0.0.1,N,,ONT,,,,,50.9277298,-1.3764074,,,,,,,,,,,,
ONT_100060720548,ONT_100060720548,Default,,,254.0.0.1,N,,ONT,,,,,50.9277722,-1.375923,,,,,,,,,,,,
ONT_100060720549,ONT_100060720549,Default,,,254.0.0.1,N,,ONT,,,,,50.9278197,-1.3764061,,,,,,,,,,,,
ONT_100060720550,ONT_100060720550,Default,,,254.0.0.1,N,,ONT,,,,,50.9278529,-1.3758792,,,,,,,,,,,,
ONT_100060720551,ONT_100060720551,Default,,,254.0.0.1,N,,ONT,,,,,50.9278642,-1.3763202,,,,,,,,,,,,
ONT_100060720552,ONT_100060720552,Default,,,254.0.0.1,N,,ONT,,,,,50.9278887,-1.3758503,,,,,,,,,,,,
ONT_100060720553,ONT_100060720553,Default,,,254.0.0.1,N,,ONT,,,,,50.9279269,-1.3762766,,,,,,,,,,,,
ONT_100060720554,ONT_100060720554,Default,,,254.0.0.1,N,,ONT,,,,,50.9279515,-1.3758352,,,,,,,,,,,,
ONT_100060720555,ONT_100060720555,Default,,,254.0.0.1,N,,ONT,,,,,50.9279897,-1.3762331,,,,,,,,,,,,
ONT_100060720556,ONT_100060720556,Default,,,254.0.0.1,N,,ONT,,,,,50.9279963,-1.3757919,,,,,,,,,,,,
ONT_100060720557,ONT_100060720557,Default,,,254.0.0.1,N,,ONT,,,,,50.9280525,-1.3762038,,,,,,,,,,,,
ONT_100060720558,ONT_100060720558,Default,,,254.0.0.1,N,,ONT,,,,,50.928068,-1.3757483,,,,,,,,,,,,
ONT_100060720559,ONT_100060720559,Default,,,254.0.0.1,N,,ONT,,,,,50.9281332,-1.3761743,,,,,,,,,,,,
ONT_100060720560,ONT_100060720560,Default,,,254.0.0.1,N,,ONT,,,,,50.928104,-1.3757478,,,,,,,,,,,,
ONT_100060720561,ONT_100060720561,Default,,,254.0.0.1,N,,ONT,,,,,50.9282051,-1.3761591,,,,,,,,,,,,
ONT_100060720562,ONT_100060720562,Default,,,254.0.0.1,N,,ONT,,,,,50.9281847,-1.375704,,,,,,,,,,,,
ONT_100060720563,ONT_100060720563,Default,,,254.0.0.1,N,,ONT,,,,,50.9282862,-1.3762007,,,,,,,,,,,,
ONT_100060720564,ONT_100060720564,Default,,,254.0.0.1,N,,ONT,,,,,50.9282205,-1.3756751,,,,,,,,,,,,
ONT_100060720565,ONT_100060720565,Default,,,254.0.0.1,N,,ONT,,,,,50.9282946,-1.3760867,,,,,,,,,,,,
ONT_100060720566,ONT_100060720566,Default,,,254.0.0.1,N,,ONT,,,,,50.9282923,-1.3756457,,,,,,,,,,,,
ONT_100060720567,ONT_100060720567,Default,,,254.0.0.1,N,,ONT,,,,,50.9283934,-1.376057,,,,,,,,,,,,
ONT_100060720568,ONT_100060720568,Default,,,254.0.0.1,N,,ONT,,,,,50.9283189,-1.3755884,,,,,,,,,,,,
ONT_100060720569,ONT_100060720569,Default,,,254.0.0.1,N,,ONT,,,,,50.928447,-1.3759993,,,,,,,,,,,,
ONT_100060720570,ONT_100060720570,Default,,,254.0.0.1,N,,ONT,,,,,50.9285008,-1.3759559,,,,,,,,,,,,
ONT_100060720571,ONT_100060720571,Default,,,254.0.0.1,N,,ONT,,,,,50.9284357,-1.3755584,,,,,,,,,,,,
ONT_100060720572,ONT_100060720572,Default,,,254.0.0.1,N,,ONT,,,,,50.9285725,-1.3759265,,,,,,,,,,,,
ONT_100060720573,ONT_100060720573,Default,,,254.0.0.1,N,,ONT,,,,,50.9285725,-1.3759265,,,,,,,,,,,,
ONT_100060720574,ONT_100060720574,Default,,,254.0.0.1,N,,ONT,,,,,50.9284986,-1.3755575,,,,,,,,,,,,
ONT_100060720575,ONT_100060720575,Default,,,254.0.0.1,N,,ONT,,,,,50.9286353,-1.3758972,,,,,,,,,,,,
ONT_100060720576,ONT_100060720576,Default,,,254.0.0.1,N,,ONT,,,,,50.9285343,-1.3755001,,,,,,,,,,,,
ONT_100060720577,ONT_100060720577,Default,,,254.0.0.1,N,,ONT,,,,,50.928698,-1.3758537,,,,,,,,,,,,
ONT_100060720578,ONT_100060720578,Default,,,254.0.0.1,N,,ONT,,,,,50.9286059,-1.3754422,,,,,,,,,,,,
ONT_100060720579,ONT_100060720579,Default,,,254.0.0.1,N,,ONT,,,,,50.9287697,-1.37581,,,,,,,,,,,,
ONT_100060720580,ONT_100060720580,Default,,,254.0.0.1,N,,ONT,,,,,50.9286419,-1.3754418,,,,,,,,,,,,
ONT_100060720581,ONT_100060720581,Default,,,254.0.0.1,N,,ONT,,,,,50.9288235,-1.3757808,,,,,,,,,,,,
ONT_100060720582,ONT_100060720582,Default,,,254.0.0.1,N,,ONT,,,,,50.9286957,-1.3754268,,,,,,,,,,,,
ONT_100060720583,ONT_100060720583,Default,,,254.0.0.1,N,,ONT,,,,,50.929012,-1.3757072,,,,,,,,,,,,
