Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_serialNumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
ONT_100060713716,ONT_100060713716,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92761120,'-1.37776070,,,,,,,,USPRN_100060713716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713717,ONT_100060713717,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92760870,'-1.37730540,,,,,,,,USPRN_100060713717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713718,ONT_100060713718,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92767400,'-1.37773140,,,,,,,,USPRN_100060713718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713719,ONT_100060713719,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92764460,'-1.37729070,,,,,,,,USPRN_100060713719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713720,ONT_100060713720,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92772790,'-1.37773070,,,,,,,,USPRN_100060713720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713721,ONT_100060713721,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92769840,'-1.37726150,,,,,,,,USPRN_100060713721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713722,ONT_100060713722,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92780870,'-1.37770110,,,,,,,,USPRN_100060713722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713723,ONT_100060713723,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92777940,'-1.37726040,,,,,,,,USPRN_100060713723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713724,ONT_100060713724,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92787140,'-1.37765760,,,,,,,,USPRN_100060713724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713725,ONT_100060713725,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92784210,'-1.37723110,,,,,,,,USPRN_100060713725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713726,ONT_100060713726,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92793430,'-1.37764260,,,,,,,,USPRN_100060713726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713727,ONT_100060713727,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92791380,'-1.37717330,,,,,,,,USPRN_100060713727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713728,ONT_100060713728,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92799700,'-1.37759900,,,,,,,,USPRN_100060713728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713729,ONT_100060713729,Default,SO18BPK1_POLE_44_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92794960,'-1.37714430,,,,,,,,USPRN_100060713729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713730,ONT_100060713730,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92806860,'-1.37752690,,,,,,,,USPRN_100060713730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713731,ONT_100060713731,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92803940,'-1.37711470,,,,,,,,USPRN_100060713731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713732,ONT_100060713732,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92811340,'-1.37751210,,,,,,,,USPRN_100060713732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713733,ONT_100060713733,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92810210,'-1.37707110,,,,,,,,USPRN_100060713733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713734,ONT_100060713734,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92819420,'-1.37748260,,,,,,,,USPRN_100060713734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713735,ONT_100060713735,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92814700,'-1.37707050,,,,,,,,USPRN_100060713735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713736,ONT_100060713736,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92824800,'-1.37745340,,,,,,,,USPRN_100060713736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713737,ONT_100060713737,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92823660,'-1.37699820,,,,,,,,USPRN_100060713737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713738,ONT_100060713738,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92833780,'-1.37742370,,,,,,,,USPRN_100060713738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713739,ONT_100060713739,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92826330,'-1.37695510,,,,,,,,USPRN_100060713739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713740,ONT_100060713740,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92840960,'-1.37739430,,,,,,,,USPRN_100060713740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713741,ONT_100060713741,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92836200,'-1.37691110,,,,,,,,USPRN_100060713741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713742,ONT_100060713742,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92842490,'-1.37689610,,,,,,,,USPRN_100060713742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713743,ONT_100060713743,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92846970,'-1.37686700,,,,,,,,USPRN_100060713743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713744,ONT_100060713744,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92856860,'-1.37686570,,,,,,,,USPRN_100060713744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713745,ONT_100060713745,Default,SO18BPK1_POLE_44_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92860420,'-1.37679410,,,,,,,,USPRN_100060713745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713746,ONT_100060713746,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92867590,'-1.37675040,,,,,,,,USPRN_100060713746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713747,ONT_100060713747,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92876530,'-1.37666380,,,,,,,,USPRN_100060713747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713748,ONT_100060713748,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92880120,'-1.37664910,,,,,,,,USPRN_100060713748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713749,ONT_100060713749,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92887320,'-1.37664820,,,,,,,,USPRN_100060713749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713750,ONT_100060713750,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92891800,'-1.37661910,,,,,,,,USPRN_100060713750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713751,ONT_100060713751,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92898050,'-1.37654710,,,,,,,,USPRN_100060713751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713752,ONT_100060713752,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92915990,'-1.37645930,,,,,,,,USPRN_100060713752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713753,ONT_100060713753,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92924100,'-1.37648670,,,,,,,,USPRN_100060713753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713754,ONT_100060713754,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92931250,'-1.37640040,,,,,,,,USPRN_100060713754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713755,ONT_100060713755,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92933020,'-1.37635750,,,,,,,,USPRN_100060713755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713756,ONT_100060713756,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92944730,'-1.37638430,,,,,,,,USPRN_100060713756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713757,ONT_100060713757,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92946500,'-1.37632720,,,,,,,,USPRN_100060713757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713758,ONT_100060713758,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92957260,'-1.37628310,,,,,,,,USPRN_100060713758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713759,ONT_100060713759,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92959060,'-1.37628280,,,,,,,,USPRN_100060713759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713760,ONT_100060713760,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92970720,'-1.37622430,,,,,,,,USPRN_100060713760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713761,ONT_100060713761,Default,SO18BPK1_POLE_45_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92976100,'-1.37619520,,,,,,,,USPRN_100060713761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713762,ONT_100060713762,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92979680,'-1.37616620,,,,,,,,USPRN_100060713762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713763,ONT_100060713763,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92988640,'-1.37610810,,,,,,,,USPRN_100060713763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713764,ONT_100060713764,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92991330,'-1.37607930,,,,,,,,USPRN_100060713764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713765,ONT_100060713765,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93002110,'-1.37606360,,,,,,,,USPRN_100060713765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713766,ONT_100060713766,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93012240,'-1.37650340,,,,,,,,USPRN_100060713766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713767,ONT_100060713767,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93004780,'-1.37600630,,,,,,,,USPRN_100060713767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713768,ONT_100060713768,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93016700,'-1.37643160,,,,,,,,USPRN_100060713768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713769,ONT_100060713769,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93015560,'-1.37599060,,,,,,,,USPRN_100060713769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713770,ONT_100060713770,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93022970,'-1.37638810,,,,,,,,USPRN_100060713770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713771,ONT_100060713771,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93020940,'-1.37596150,,,,,,,,USPRN_100060713771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713772,ONT_100060713772,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93031050,'-1.37637280,,,,,,,,USPRN_100060713772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713773,ONT_100060713773,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93028110,'-1.37591780,,,,,,,,USPRN_100060713773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713774,ONT_100060713774,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93037320,'-1.37632930,,,,,,,,USPRN_100060713774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713775,ONT_100060713775,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93033480,'-1.37587440,,,,,,,,USPRN_100060713775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713776,ONT_100060713776,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93043620,'-1.37632840,,,,,,,,USPRN_100060713776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713777,ONT_100060713777,Default,SO18BPK1_POLE_45_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93040670,'-1.37585920,,,,,,,,USPRN_100060713777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713778,ONT_100060713778,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93049870,'-1.37624220,,,,,,,,USPRN_100060713778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713779,ONT_100060713779,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93047830,'-1.37580130,,,,,,,,USPRN_100060713779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713780,ONT_100060713780,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93056150,'-1.37621290,,,,,,,,USPRN_100060713780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713781,ONT_100060713781,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93054100,'-1.37575780,,,,,,,,USPRN_100060713781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713782,ONT_100060713782,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93062450,'-1.37622630,,,,,,,,USPRN_100060713782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713783,ONT_100060713783,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93060380,'-1.37572850,,,,,,,,USPRN_100060713783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713784,ONT_100060713784,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93069620,'-1.37618260,,,,,,,,USPRN_100060713784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713785,ONT_100060713785,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93068460,'-1.37569900,,,,,,,,USPRN_100060713785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713786,ONT_100060713786,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93076790,'-1.37613900,,,,,,,,USPRN_100060713786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713787,ONT_100060713787,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93071140,'-1.37567010,,,,,,,,USPRN_100060713787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713788,ONT_100060713788,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93082170,'-1.37610980,,,,,,,,USPRN_100060713788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713789,ONT_100060713789,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93081030,'-1.37565460,,,,,,,,USPRN_100060713789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713790,ONT_100060713790,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93092090,'-1.37616540,,,,,,,,USPRN_100060713790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713791,ONT_100060713791,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93084610,'-1.37562560,,,,,,,,USPRN_100060713791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713792,ONT_100060713792,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93095610,'-1.37602260,,,,,,,,USPRN_100060713792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713793,ONT_100060713793,Default,SO18BPK1_POLE_46_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93089980,'-1.37558220,,,,,,,,USPRN_100060713793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713794,ONT_100060713794,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93099190,'-1.37597940,,,,,,,,USPRN_100060713794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713795,ONT_100060713795,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93099190,'-1.37597940,,,,,,,,USPRN_100060713795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713796,ONT_100060713796,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93099840,'-1.37552400,,,,,,,,USPRN_100060713796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713797,ONT_100060713797,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93108150,'-1.37592130,,,,,,,,USPRN_100060713797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713798,ONT_100060713798,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93106110,'-1.37548050,,,,,,,,USPRN_100060713798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713799,ONT_100060713799,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93113530,'-1.37590640,,,,,,,,USPRN_100060713799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713800,ONT_100060713800,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93110570,'-1.37540870,,,,,,,,USPRN_100060713800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713801,ONT_100060713801,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93121600,'-1.37584840,,,,,,,,USPRN_100060713801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713802,ONT_100060713802,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93115030,'-1.37535120,,,,,,,,USPRN_100060713802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060713803,ONT_100060713803,Default,SO18BPK1_POLE_46_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93126980,'-1.37581920,,,,,,,,USPRN_100060713803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
